,Purchase,WeekofPurchase,StoreID,PriceCH,PriceMM,DiscCH,DiscMM,SpecialCH,SpecialMM,LoyalCH,SalePriceMM,SalePriceCH,PriceDiff,Store7,PctDiscMM,PctDiscCH,ListPriceDiff,STORE
178,CH,244,7,1.86,2.09,0.0,0.2,0,0,0.9927940000000001,1.89,1.86,0.03,Yes,0.095694,0.0,0.23,0
179,CH,246,4,1.99,2.23,0.0,0.0,0,0,0.9942350000000001,2.23,1.99,0.24,No,0.0,0.0,0.24,4
180,CH,249,4,1.99,2.23,0.0,0.0,0,0,0.9953879999999999,2.23,1.99,0.24,No,0.0,0.0,0.24,4
181,CH,250,7,1.86,2.09,0.0,0.0,0,0,0.9963110000000001,2.09,1.86,0.23,Yes,0.0,0.0,0.23,0
182,CH,251,4,1.99,2.23,0.0,0.0,0,0,0.997049,2.23,1.99,0.24,No,0.0,0.0,0.24,4
183,CH,254,4,1.99,2.29,0.0,0.0,1,0,0.9976389999999999,2.29,1.99,0.3,No,0.0,0.0,0.3,4
184,CH,255,4,1.99,2.29,0.0,0.0,0,0,0.9981110000000001,2.29,1.99,0.3,No,0.0,0.0,0.3,4
185,CH,257,4,1.99,2.29,0.0,0.4,0,1,0.998489,1.89,1.99,-0.1,No,0.174672,0.0,0.3,4
186,CH,260,4,1.99,2.09,0.0,0.0,0,0,0.998791,2.09,1.99,0.1,No,0.0,0.0,0.1,4
187,CH,261,4,1.99,2.09,0.0,0.0,0,0,0.999033,2.09,1.99,0.1,No,0.0,0.0,0.1,4
188,CH,262,4,1.99,2.09,0.0,0.0,0,0,0.9992260000000001,2.09,1.99,0.1,No,0.0,0.0,0.1,4
189,CH,264,4,1.99,2.09,0.1,0.0,0,0,0.999381,2.09,1.89,0.2,No,0.0,0.050251,0.1,4
190,CH,265,4,1.99,2.09,0.1,0.0,0,0,0.999505,2.09,1.89,0.2,No,0.0,0.050251,0.1,4
191,CH,266,7,1.86,2.13,0.37,0.0,1,0,0.999604,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0
192,CH,267,7,1.86,2.13,0.0,0.0,1,0,0.999683,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0
193,CH,269,7,1.86,2.13,0.27,0.0,1,0,0.9997459999999999,2.13,1.59,0.54,Yes,0.0,0.14516099999999998,0.27,0
194,CH,271,4,1.99,2.09,0.1,0.4,1,0,0.9997969999999999,1.69,1.89,-0.2,No,0.191388,0.050251,0.1,4
195,CH,272,4,1.99,2.09,0.0,0.4,0,0,0.9998379999999999,1.69,1.99,-0.3,No,0.191388,0.0,0.1,4
196,CH,274,4,1.99,2.09,0.0,0.4,0,0,0.99987,1.69,1.99,-0.3,No,0.191388,0.0,0.1,4
197,CH,275,7,1.99,2.13,0.0,0.54,1,0,0.9998959999999999,1.59,1.99,-0.4,Yes,0.253521,0.0,0.14,0
198,CH,276,4,2.09,2.09,0.2,0.4,0,0,0.9999170000000001,1.69,1.89,-0.2,No,0.191388,0.095694,0.0,4
199,CH,277,7,1.99,2.13,0.5,0.0,0,1,0.999934,2.13,1.49,0.64,Yes,0.0,0.251256,0.14,0
200,CH,278,4,2.09,2.09,0.2,0.0,0,0,0.9999469999999999,2.09,1.89,0.2,No,0.0,0.095694,0.0,4
201,MM,229,7,1.69,1.69,0.0,0.2,0,1,0.68,1.49,1.69,-0.2,Yes,0.118343,0.0,0.0,0
202,CH,230,7,1.69,1.99,0.0,0.0,0,1,0.544,1.99,1.69,0.3,Yes,0.0,0.0,0.3,0
203,CH,231,7,1.69,1.99,0.0,0.0,0,0,0.6352,1.99,1.69,0.3,Yes,0.0,0.0,0.3,0
204,CH,233,7,1.75,1.99,0.0,0.4,1,0,0.70816,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0
205,CH,237,7,1.75,1.99,0.0,0.4,0,0,0.766528,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0
206,CH,241,7,1.86,2.09,0.0,0.0,0,0,0.813222,2.09,1.86,0.23,Yes,0.0,0.0,0.23,0
207,CH,242,7,1.86,2.09,0.0,0.0,0,0,0.8505780000000001,2.09,1.86,0.23,Yes,0.0,0.0,0.23,0
208,CH,253,7,1.86,2.09,0.1,0.0,0,0,0.8804620000000001,2.09,1.76,0.33,Yes,0.0,0.053763,0.23,0
209,CH,256,7,1.86,2.18,0.0,0.0,0,0,0.9043700000000001,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0
210,CH,258,7,1.86,2.18,0.0,0.0,0,0,0.9234959999999999,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0
211,CH,259,7,1.86,2.18,0.0,0.0,0,0,0.9387969999999999,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0
212,CH,260,7,1.86,2.13,0.0,0.24,0,0,0.9510370000000001,1.89,1.86,0.03,Yes,0.112676,0.0,0.27,0
213,CH,263,7,1.86,2.13,0.27,0.0,0,0,0.96083,2.13,1.59,0.54,Yes,0.0,0.14516099999999998,0.27,0
214,CH,264,7,1.86,2.13,0.37,0.0,1,0,0.968664,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0
215,CH,265,7,1.86,2.13,0.37,0.0,1,0,0.974931,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0
216,CH,265,7,1.86,2.13,0.37,0.0,1,0,0.9799450000000001,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0
217,CH,267,7,1.86,2.13,0.0,0.0,1,0,0.9839559999999999,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0
218,CH,270,7,1.86,2.13,0.27,0.0,1,0,0.987165,2.13,1.59,0.54,Yes,0.0,0.14516099999999998,0.27,0
219,CH,272,7,1.86,2.13,0.0,0.0,0,0,0.989732,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0
220,CH,274,2,1.96,2.18,0.0,0.8,0,1,0.991785,1.38,1.96,-0.58,No,0.36697199999999996,0.0,0.22,2
221,MM,228,1,1.69,1.69,0.0,0.0,0,0,0.32,1.69,1.69,0.0,No,0.0,0.0,0.0,1
222,CH,234,1,1.69,1.99,0.0,0.0,0,0,0.256,1.99,1.69,0.3,No,0.0,0.0,0.3,1
223,MM,243,1,1.86,1.99,0.0,0.8,0,1,0.4048,1.19,1.86,-0.67,No,0.40201,0.0,0.13,1
224,CH,251,1,1.76,2.09,0.0,0.0,0,0,0.32384,2.09,1.76,0.33,No,0.0,0.0,0.33,1
225,MM,253,1,1.76,2.09,0.0,0.0,0,0,0.45907200000000004,2.09,1.76,0.33,No,0.0,0.0,0.33,1
226,MM,242,3,1.99,2.23,0.0,0.0,0,0,0.5,2.23,1.99,0.24,No,0.0,0.0,0.24,3
227,MM,244,3,1.99,2.23,0.0,0.0,0,0,0.4,2.23,1.99,0.24,No,0.0,0.0,0.24,3
228,MM,247,3,1.99,2.23,0.0,0.0,0,0,0.32,2.23,1.99,0.24,No,0.0,0.0,0.24,3
229,CH,274,7,1.86,2.13,0.47,0.54,1,0,0.52,1.59,1.39,0.2,Yes,0.253521,0.252688,0.27,0
230,MM,276,7,1.99,2.13,0.0,0.54,0,1,0.616,1.59,1.99,-0.4,Yes,0.253521,0.0,0.14,0
231,CH,228,7,1.69,1.69,0.0,0.0,0,0,0.535142,1.69,1.69,0.0,Yes,0.0,0.0,0.0,0
232,CH,233,7,1.75,1.99,0.0,0.4,1,0,0.6281140000000001,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0
233,MM,234,7,1.75,1.99,0.0,0.4,1,0,0.702491,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0
234,CH,235,7,1.75,1.99,0.0,0.4,0,0,0.5619930000000001,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0
235,CH,236,3,1.79,2.09,0.0,0.0,0,0,0.649594,2.09,1.79,0.3,No,0.0,0.0,0.3,3
236,CH,238,3,1.79,2.09,0.0,0.0,0,0,0.719675,2.09,1.79,0.3,No,0.0,0.0,0.3,3
237,CH,240,7,1.86,2.09,0.0,0.0,0,0,0.77574,2.09,1.86,0.23,Yes,0.0,0.0,0.23,0
238,CH,250,7,1.86,2.09,0.0,0.0,0,0,0.820592,2.09,1.86,0.23,Yes,0.0,0.0,0.23,0
239,CH,254,7,1.86,2.18,0.0,0.0,0,0,0.856474,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0
240,CH,257,7,1.86,2.18,0.0,0.0,0,0,0.885179,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0
241,CH,258,7,1.86,2.18,0.0,0.0,0,0,0.908143,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0
242,CH,259,7,1.86,2.18,0.0,0.0,0,0,0.926515,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0
243,CH,260,7,1.86,2.13,0.0,0.24,0,0,0.941212,1.89,1.86,0.03,Yes,0.112676,0.0,0.27,0
244,CH,261,7,1.86,2.13,0.0,0.24,0,0,0.9529690000000001,1.89,1.86,0.03,Yes,0.112676,0.0,0.27,0
245,CH,262,7,1.86,2.13,0.0,0.0,0,0,0.962375,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0
246,CH,264,7,1.86,2.13,0.37,0.0,1,0,0.9699,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0
247,CH,266,7,1.86,2.13,0.37,0.0,1,0,0.9759200000000001,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0
248,CH,268,7,1.86,2.13,0.0,0.0,0,0,0.980736,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0
249,CH,268,7,1.86,2.13,0.0,0.0,0,0,0.9845889999999999,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0
250,CH,269,7,1.86,2.13,0.27,0.0,1,0,0.987671,2.13,1.59,0.54,Yes,0.0,0.14516099999999998,0.27,0
251,CH,270,7,1.86,2.13,0.27,0.0,1,0,0.990137,2.13,1.59,0.54,Yes,0.0,0.14516099999999998,0.27,0
252,CH,271,7,1.86,2.13,0.0,0.0,0,0,0.99211,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0
253,CH,272,7,1.86,2.13,0.0,0.0,0,0,0.9936879999999999,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0
254,MM,275,7,1.99,2.13,0.0,0.54,1,0,0.99495,1.59,1.99,-0.4,Yes,0.253521,0.0,0.14,0
255,CH,229,7,1.69,1.69,0.0,0.2,0,1,0.16384,1.49,1.69,-0.2,Yes,0.118343,0.0,0.0,0
256,CH,232,7,1.69,1.99,0.0,0.4,1,1,0.331072,1.59,1.69,-0.1,Yes,0.201005,0.0,0.3,0
257,CH,257,2,1.86,2.18,0.0,0.0,0,0,0.5,2.18,1.86,0.32,No,0.0,0.0,0.32,2
258,MM,264,3,1.99,2.09,0.1,0.0,0,0,0.6,2.09,1.89,0.2,No,0.0,0.050251,0.1,3
259,MM,265,2,1.86,2.18,0.0,0.0,0,0,0.48,2.18,1.86,0.32,No,0.0,0.0,0.32,2
260,MM,267,2,1.86,2.18,0.0,0.4,0,1,0.384,1.78,1.86,-0.08,No,0.18348599999999998,0.0,0.32,2
261,CH,270,2,1.86,2.18,0.0,0.0,0,0,0.3072,2.18,1.86,0.32,No,0.0,0.0,0.32,2
262,CH,272,2,1.86,2.18,0.0,0.06,0,0,0.44576000000000005,2.12,1.86,0.26,No,0.027523000000000002,0.0,0.32,2
263,CH,273,2,1.86,2.18,0.0,0.06,0,0,0.556608,2.12,1.86,0.26,No,0.027523000000000002,0.0,0.32,2
264,CH,276,2,1.99,2.18,0.0,0.0,0,1,0.6452859999999999,2.18,1.99,0.19,No,0.0,0.0,0.19,2
265,CH,278,2,1.99,2.18,0.0,0.0,0,0,0.716229,2.18,1.99,0.19,No,0.0,0.0,0.19,2
266,MM,259,2,1.86,2.18,0.0,0.4,0,1,0.6672,1.78,1.86,-0.08,No,0.18348599999999998,0.0,0.32,2
267,MM,229,3,1.79,1.79,0.0,0.0,0,0,0.5648,1.79,1.79,0.0,No,0.0,0.0,0.0,3
268,MM,235,3,1.79,2.09,0.0,0.0,0,0,0.45183999999999996,2.09,1.79,0.3,No,0.0,0.0,0.3,3
269,MM,261,2,1.86,2.18,0.0,0.0,0,0,0.53376,2.18,1.86,0.32,No,0.0,0.0,0.32,2
270,MM,273,2,1.86,2.18,0.0,0.06,0,0,0.427008,2.12,1.86,0.26,No,0.027523000000000002,0.0,0.32,2
271,MM,276,3,2.09,2.09,0.2,0.4,0,0,0.341606,1.69,1.89,-0.2,No,0.191388,0.095694,0.0,3
272,MM,278,3,2.09,2.09,0.2,0.0,0,0,0.273285,2.09,1.89,0.2,No,0.0,0.095694,0.0,3
273,MM,229,3,1.79,1.79,0.0,0.0,0,0,0.027488,1.79,1.79,0.0,No,0.0,0.0,0.0,3
274,MM,234,3,1.79,2.09,0.0,0.0,0,0,0.02199,2.09,1.79,0.3,No,0.0,0.0,0.3,3
275,MM,239,3,1.79,2.23,0.0,0.0,0,0,0.017592,2.23,1.79,0.44,No,0.0,0.0,0.44,3
276,MM,240,3,1.79,2.23,0.0,0.0,0,0,0.014074000000000001,2.23,1.79,0.44,No,0.0,0.0,0.44,3
277,MM,240,3,1.79,2.23,0.0,0.0,0,0,0.011259,2.23,1.79,0.44,No,0.0,0.0,0.44,3
278,MM,241,3,1.79,2.23,0.0,0.0,0,0,0.009007,2.23,1.79,0.44,No,0.0,0.0,0.44,3
279,MM,242,3,1.99,2.23,0.0,0.0,0,0,0.007206000000000001,2.23,1.99,0.24,No,0.0,0.0,0.24,3
280,MM,243,3,1.99,2.23,0.0,0.0,0,0,0.005765,2.23,1.99,0.24,No,0.0,0.0,0.24,3
281,MM,244,3,1.99,2.23,0.0,0.0,0,0,0.004612,2.23,1.99,0.24,No,0.0,0.0,0.24,3
282,MM,247,3,1.99,2.23,0.0,0.0,0,0,0.003689,2.23,1.99,0.24,No,0.0,0.0,0.24,3
283,MM,248,3,1.99,2.23,0.0,0.0,0,0,0.002951,2.23,1.99,0.24,No,0.0,0.0,0.24,3
284,MM,250,3,1.99,2.23,0.0,0.0,0,0,0.002361,2.23,1.99,0.24,No,0.0,0.0,0.24,3
285,MM,253,3,1.99,2.23,0.0,0.0,0,0,0.001889,2.23,1.99,0.24,No,0.0,0.0,0.24,3
286,MM,259,3,1.99,2.29,0.0,0.0,0,0,0.001511,2.29,1.99,0.3,No,0.0,0.0,0.3,3
287,MM,261,3,1.99,2.09,0.0,0.0,0,0,0.001209,2.09,1.99,0.1,No,0.0,0.0,0.1,3
288,MM,263,3,1.99,2.09,0.0,0.0,0,0,0.000967,2.09,1.99,0.1,No,0.0,0.0,0.1,3
289,MM,264,3,1.99,2.09,0.1,0.0,0,0,0.0007740000000000001,2.09,1.89,0.2,No,0.0,0.050251,0.1,3
290,MM,266,3,1.99,2.09,0.1,0.0,0,0,0.0006190000000000001,2.09,1.89,0.2,No,0.0,0.050251,0.1,3
291,MM,267,3,1.99,2.09,0.1,0.0,0,0,0.000495,2.09,1.89,0.2,No,0.0,0.050251,0.1,3
292,MM,270,2,1.86,2.18,0.0,0.0,0,0,0.000396,2.18,1.86,0.32,No,0.0,0.0,0.32,2
293,MM,273,2,1.86,2.18,0.0,0.06,0,0,0.000317,2.12,1.86,0.26,No,0.027523000000000002,0.0,0.32,2
294,MM,275,2,1.96,2.18,0.0,0.8,0,1,0.000254,1.38,1.96,-0.58,No,0.36697199999999996,0.0,0.22,2
295,MM,276,3,2.09,2.09,0.2,0.4,0,0,0.00020299999999999997,1.69,1.89,-0.2,No,0.191388,0.095694,0.0,3
296,CH,228,2,1.69,1.69,0.0,0.0,0,0,0.48,1.69,1.69,0.0,No,0.0,0.0,0.0,2
297,MM,229,2,1.69,1.69,0.0,0.0,0,0,0.584,1.69,1.69,0.0,No,0.0,0.0,0.0,2
298,MM,231,2,1.69,1.69,0.3,0.0,1,0,0.4672,1.69,1.39,0.3,No,0.0,0.177515,0.0,2
299,MM,233,2,1.69,1.69,0.0,0.0,0,0,0.37376,1.69,1.69,0.0,No,0.0,0.0,0.0,2
300,CH,234,3,1.79,2.09,0.0,0.0,0,0,0.299008,2.09,1.79,0.3,No,0.0,0.0,0.3,3
301,MM,240,2,1.75,1.99,0.0,0.3,0,1,0.43920600000000004,1.69,1.75,-0.06,No,0.150754,0.0,0.24,2
302,MM,242,2,1.75,1.99,0.16,0.3,0,1,0.351365,1.69,1.59,0.1,No,0.150754,0.091429,0.24,2
303,CH,245,2,1.89,2.09,0.0,0.0,0,0,0.281092,2.09,1.89,0.2,No,0.0,0.0,0.2,2
304,MM,253,3,1.99,2.23,0.0,0.0,0,0,0.424874,2.23,1.99,0.24,No,0.0,0.0,0.24,3
305,MM,256,2,1.89,2.18,0.13,0.0,0,0,0.33989899999999995,2.18,1.76,0.42,No,0.0,0.06878300000000001,0.29,2
306,MM,262,2,1.86,2.18,0.0,0.6,0,1,0.271919,1.58,1.86,-0.28,No,0.275229,0.0,0.32,2
307,MM,263,2,1.86,2.18,0.0,0.0,0,1,0.21753499999999998,2.18,1.86,0.32,No,0.0,0.0,0.32,2
308,CH,269,3,1.99,2.09,0.1,0.0,0,0,0.174028,2.09,1.89,0.2,No,0.0,0.050251,0.1,3
309,CH,270,2,1.86,2.18,0.0,0.0,0,0,0.339223,2.18,1.86,0.32,No,0.0,0.0,0.32,2
310,CH,272,2,1.86,2.18,0.0,0.06,0,0,0.47137799999999996,2.12,1.86,0.26,No,0.027523000000000002,0.0,0.32,2
311,CH,273,2,1.86,2.18,0.0,0.06,0,0,0.577102,2.12,1.86,0.26,No,0.027523000000000002,0.0,0.32,2
312,CH,275,2,1.96,2.18,0.0,0.8,0,1,0.661682,1.38,1.96,-0.58,No,0.36697199999999996,0.0,0.22,2
313,CH,276,2,1.99,2.18,0.0,0.0,0,1,0.729346,2.18,1.99,0.19,No,0.0,0.0,0.19,2
314,CH,276,2,1.99,2.18,0.0,0.0,0,1,0.7834760000000001,2.18,1.99,0.19,No,0.0,0.0,0.19,2
315,CH,278,2,1.99,2.18,0.0,0.0,0,0,0.826781,2.18,1.99,0.19,No,0.0,0.0,0.19,2
316,MM,238,3,1.79,2.09,0.0,0.0,0,0,0.7952,2.09,1.79,0.3,No,0.0,0.0,0.3,3
317,CH,241,3,1.79,2.23,0.0,0.0,0,0,0.6361600000000001,2.23,1.79,0.44,No,0.0,0.0,0.44,3
318,CH,246,3,1.99,2.23,0.0,0.0,0,0,0.708928,2.23,1.99,0.24,No,0.0,0.0,0.24,3
319,CH,251,3,1.99,2.23,0.0,0.0,0,0,0.5,2.23,1.99,0.24,No,0.0,0.0,0.24,3
320,CH,257,3,1.99,2.29,0.0,0.4,0,1,0.6,1.89,1.99,-0.1,No,0.174672,0.0,0.3,3
321,CH,264,3,1.99,2.09,0.1,0.0,0,0,0.68,2.09,1.89,0.2,No,0.0,0.050251,0.1,3
322,MM,271,3,1.99,2.09,0.1,0.4,1,0,0.5,1.69,1.89,-0.2,No,0.191388,0.050251,0.1,3
323,CH,271,3,1.99,2.09,0.1,0.4,1,0,0.4,1.69,1.89,-0.2,No,0.191388,0.050251,0.1,3
324,MM,230,1,1.69,1.69,0.0,0.2,0,0,0.4,1.49,1.69,-0.2,No,0.118343,0.0,0.0,1
325,CH,231,1,1.69,1.69,0.3,0.2,1,0,0.32,1.49,1.39,0.1,No,0.118343,0.177515,0.0,1
326,CH,251,1,1.76,2.09,0.0,0.0,0,0,0.456,2.09,1.76,0.33,No,0.0,0.0,0.33,1
327,CH,266,1,1.86,1.99,0.0,0.1,0,0,0.5648,1.89,1.86,0.03,No,0.050251,0.0,0.13,1
328,MM,267,4,1.99,2.09,0.1,0.0,0,0,0.65184,2.09,1.89,0.2,No,0.0,0.050251,0.1,4
329,CH,268,7,1.86,2.13,0.0,0.0,0,0,0.4,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0
330,MM,262,1,1.76,1.99,0.0,0.4,0,1,0.5,1.59,1.76,-0.17,No,0.201005,0.0,0.23,1
331,MM,266,1,1.86,1.99,0.0,0.1,0,0,0.4,1.89,1.86,0.03,No,0.050251,0.0,0.13,1
332,MM,229,7,1.69,1.69,0.0,0.2,0,1,0.149422,1.49,1.69,-0.2,Yes,0.118343,0.0,0.0,0
333,MM,236,7,1.75,1.99,0.0,0.4,0,0,0.119538,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0
334,MM,237,7,1.75,1.99,0.0,0.4,0,0,0.09562999999999999,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0
335,MM,238,7,1.75,1.99,0.0,0.4,0,0,0.076504,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0
336,MM,242,7,1.86,2.09,0.0,0.0,0,0,0.061203,2.09,1.86,0.23,Yes,0.0,0.0,0.23,0
337,MM,254,7,1.86,2.18,0.0,0.0,0,0,0.048963,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0
338,MM,255,7,1.86,2.18,0.0,0.0,0,0,0.039169999999999996,2.18,1.86,0.32,Yes,0.0,0.0,0.32,0
339,CH,233,7,1.75,1.99,0.0,0.4,1,0,0.7440000000000001,1.59,1.75,-0.16,Yes,0.201005,0.0,0.24,0
340,CH,251,7,1.86,2.09,0.1,0.0,0,0,0.7952,2.09,1.76,0.33,Yes,0.0,0.053763,0.23,0
341,CH,253,7,1.86,2.09,0.1,0.0,0,0,0.83616,2.09,1.76,0.33,Yes,0.0,0.053763,0.23,0
342,CH,254,1,1.76,2.09,0.0,0.0,0,0,0.868928,2.09,1.76,0.33,No,0.0,0.0,0.33,1
343,CH,260,7,1.86,2.13,0.0,0.24,0,0,0.895142,1.89,1.86,0.03,Yes,0.112676,0.0,0.27,0
344,CH,261,7,1.86,2.13,0.0,0.24,0,0,0.916114,1.89,1.86,0.03,Yes,0.112676,0.0,0.27,0
345,CH,263,7,1.86,2.13,0.27,0.0,0,0,0.932891,2.13,1.59,0.54,Yes,0.0,0.14516099999999998,0.27,0
346,CH,264,7,1.86,2.13,0.37,0.0,1,0,0.946313,2.13,1.49,0.64,Yes,0.0,0.198925,0.27,0
347,CH,267,7,1.86,2.13,0.0,0.0,1,0,0.95705,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0
348,CH,268,7,1.86,2.13,0.0,0.0,0,0,0.9656399999999999,2.13,1.86,0.27,Yes,0.0,0.0,0.27,0
349,CH,269,7,1.86,2.13,0.27,0.0,1,0,0.972512,2.13,1.59,0.54,Yes,0.0,0.14516099999999998,0.27,0
350,CH,277,7,1.99,2.13,0.5,0.0,0,1,0.97801,2.13,1.49,0.64,Yes,0.0,0.251256,0.14,0
351,CH,278,7,2.06,2.13,0.0,0.0,0,0,0.982408,2.13,2.06,0.07,Yes,0.0,0.0,0.07,0
352,CH,230,4,1.79,1.79,0.0,0.0,0,0,0.52,1.79,1.79,0.0,No,0.0,0.0,0.0,4
